MJD,V-mag,SE,air mass
58020.29654,12.0923,0.0010,1.458
58020.29704,12.0867,0.0008,1.462
58020.29755,12.0807,0.0009,1.465
58020.29855,12.0848,0.0010,1.472
58020.29903,12.0782,0.0012,1.476
58020.29954,12.0847,0.0015,1.480
58020.30005,12.0780,0.0016,1.483
58020.30056,12.0805,0.0017,1.487
58020.30106,12.0871,0.0017,1.491
58020.30156,12.0849,0.0018,1.494
58020.30207,12.0940,0.0014,1.498
58020.30258,12.0854,0.0011,1.502
58021.08319,12.0834,0.0016,1.058
58021.08370,12.0883,0.0016,1.057
58021.08421,12.0880,0.0017,1.057
58021.08471,12.0860,0.0014,1.056
58021.08522,12.0825,0.0015,1.055
58021.08573,12.0870,0.0016,1.055
58021.08623,12.0911,0.0017,1.054
58021.08670,12.0861,0.0018,1.053
58021.08720,12.0817,0.0018,1.053
58021.08771,12.0799,0.0017,1.052
58021.08822,12.0845,0.0017,1.052
58021.08873,12.0847,0.0016,1.051
58021.08922,12.0915,0.0015,1.050
58021.08973,12.0870,0.0014,1.050
58021.09023,12.0888,0.0013,1.049
58021.09074,12.0913,0.0012,1.049
58021.09125,12.0831,0.0011,1.048
58021.09175,12.0817,0.0011,1.048
58021.09226,12.0806,0.0010,1.047
58021.09275,12.0923,0.0010,1.047
58021.09326,12.0873,0.0010,1.046
58021.09377,12.0815,0.0010,1.046
58021.09427,12.0903,0.0011,1.045
58021.09478,12.0916,0.0012,1.045
58021.09529,12.0853,0.0012,1.044
58021.09581,12.0842,0.0013,1.044
58021.09631,12.0871,0.0014,1.043
58021.09682,12.0881,0.0014,1.043
58021.09731,12.0846,0.0014,1.042
58021.09784,12.0896,0.0015,1.042
58021.09833,12.0864,0.0016,1.041
58021.09884,12.0881,0.0016,1.041
58021.09932,12.0880,0.0016,1.040
58021.09979,12.0879,0.0016,1.040
58021.10030,12.0878,0.0016,1.040
58021.10082,12.0863,0.0017,1.039
58021.10132,12.0904,0.0017,1.039
58021.10182,12.0817,0.0017,1.038
58021.10231,12.0831,0.0016,1.038
58021.10282,12.0868,0.0016,1.038
58021.10329,12.0889,0.0016,1.037
58021.10378,12.0857,0.0015,1.037
58021.10428,12.0892,0.0015,1.036
58021.10479,12.0820,0.0015,1.036
58021.10530,12.0810,0.0014,1.036
58021.10581,12.0803,0.0014,1.035
58021.10632,12.0857,0.0014,1.035
58021.10683,12.0824,0.0013,1.035
58021.10733,12.0828,0.0013,1.034
58021.10784,12.0901,0.0013,1.034
58021.10834,12.0848,0.0013,1.034
58021.10885,12.0878,0.0013,1.033
58021.10935,12.0792,0.0013,1.033
58021.10986,12.0883,0.0013,1.033
58021.11038,12.0927,0.0013,1.033
58021.11138,12.0941,0.0013,1.032
58021.11190,12.0891,0.0013,1.032
58021.11240,12.0865,0.0013,1.031
58021.11289,12.0848,0.0012,1.031
58021.11340,12.0929,0.0012,1.031
58021.11391,12.0836,0.0011,1.031
58021.11442,12.0867,0.0011,1.030
58021.11490,12.0879,0.0010,1.030
58021.11537,12.0899,0.0010,1.030
58021.11588,12.0865,0.0009,1.030
58021.11639,12.0867,0.0009,1.030
58021.11689,12.0791,0.0009,1.029
58021.11740,12.0871,0.0010,1.029
58021.11789,12.0881,0.0011,1.029
58021.11839,12.0937,0.0011,1.029
58021.11889,12.0935,0.0012,1.029
58021.11940,12.0828,0.0013,1.028
58021.11992,12.0876,0.0013,1.028
58021.12043,12.0860,0.0013,1.028
58021.12093,12.0941,0.0014,1.028
58021.12140,12.0851,0.0014,1.028
58021.12190,12.0879,0.0013,1.028
58021.12241,12.0864,0.0013,1.028
58021.12292,12.0902,0.0013,1.027
58021.12343,12.0929,0.0012,1.027
58021.12394,12.0842,0.0012,1.027
58021.12444,12.0854,0.0012,1.027
58021.12492,12.0910,0.0012,1.027
58021.12543,12.0858,0.0012,1.027
58021.12594,12.0846,0.0012,1.027
58021.12645,12.0943,0.0013,1.027
58021.12694,12.0855,0.0013,1.027
58021.12745,12.0832,0.0014,1.027
58021.12795,12.0823,0.0015,1.027
58021.12846,12.0838,0.0015,1.027
58021.12897,12.0887,0.0016,1.026
58021.12948,12.0861,0.0016,1.026
58021.12995,12.0828,0.0016,1.026
58021.13045,12.0864,0.0016,1.026
58021.13096,12.0871,0.0015,1.026
58021.13146,12.0862,0.0015,1.026
58021.13196,12.0848,0.0014,1.026
58021.13247,12.0896,0.0014,1.026
58021.13296,12.0793,0.0013,1.026
58021.13346,12.0913,0.0013,1.026
58021.13397,12.0868,0.0012,1.026
58021.13448,12.0918,0.0012,1.026
58021.13499,12.0925,0.0012,1.026
58021.13549,12.0762,0.0012,1.026
58021.13600,12.0786,0.0012,1.026
58021.13646,12.0862,0.0013,1.027
58021.13697,12.0815,0.0013,1.027
58021.13747,12.0867,0.0013,1.027
58021.13797,12.0831,0.0013,1.027
58021.13848,12.0971,0.0013,1.027
58021.13899,12.0888,0.0013,1.027
58021.13951,12.0886,0.0013,1.027
58021.14001,12.0837,0.0013,1.027
58021.14052,12.0869,0.0013,1.027
58021.14103,12.0874,0.0014,1.027
58021.14154,12.0880,0.0014,1.027
58021.14204,12.0852,0.0014,1.028
58021.14253,12.0868,0.0014,1.028
58021.14304,12.0863,0.0014,1.028
58021.14354,12.0893,0.0013,1.028
58021.14405,12.0817,0.0013,1.028
58021.14456,12.0845,0.0013,1.028
58021.14507,12.0840,0.0013,1.028
58021.14558,12.0831,0.0012,1.029
58021.14608,12.0856,0.0011,1.029
58021.14660,12.0866,0.0010,1.029
58021.14711,12.0887,0.0009,1.029
58021.14758,12.0850,0.0009,1.029
58021.14808,12.0864,0.0008,1.029
58021.14859,12.0813,0.0008,1.030
58021.14909,12.0883,0.0008,1.030
58021.14959,12.0861,0.0009,1.030
58021.15010,12.0824,0.0010,1.030
58021.15062,12.0923,0.0011,1.031
58021.15112,12.0836,0.0013,1.031
58021.15163,12.0892,0.0014,1.031
58021.15213,12.0892,0.0016,1.031
58021.15264,12.0886,0.0018,1.032
58021.15314,12.0895,0.0019,1.032
58021.15366,12.0883,0.0020,1.032
58021.15416,12.0829,0.0021,1.032
58021.15468,12.0877,0.0022,1.033
58021.15519,12.0824,0.0023,1.033
58021.15566,12.0857,0.0023,1.033
58021.15616,12.0775,0.0023,1.034
58021.15667,12.0906,0.0022,1.034
58021.15718,12.0897,0.0021,1.034
58021.15767,12.0882,0.0020,1.034
58021.15817,12.0884,0.0019,1.035
58021.15867,12.0910,0.0018,1.035
58021.15918,12.0866,0.0017,1.036
58021.15969,12.0829,0.0016,1.036
58021.16021,12.0934,0.0016,1.036
58021.16071,12.0934,0.0016,1.037
58021.16123,12.0888,0.0015,1.037
58021.16174,12.0837,0.0015,1.037
58021.16225,12.0875,0.0014,1.038
58021.16274,12.0852,0.0013,1.038
58021.16325,12.0904,0.0013,1.039
58021.16375,12.0877,0.0012,1.039
58021.16426,12.0845,0.0012,1.039
58021.16477,12.0855,0.0012,1.040
58021.16524,12.0938,0.0011,1.040
58021.16575,12.0873,0.0011,1.041
58021.16625,12.0834,0.0011,1.041
58021.16676,12.0814,0.0011,1.042
58021.16727,12.0911,0.0012,1.042
58021.16778,12.0857,0.0012,1.042
58021.16829,12.0865,0.0011,1.043
58021.16880,12.0856,0.0011,1.043
58021.16931,12.0842,0.0011,1.044
58021.16978,12.0890,0.0010,1.044
58021.17028,12.0789,0.0010,1.045
58021.17079,12.0869,0.0010,1.045
58021.17128,12.0871,0.0011,1.046
58021.17179,12.0974,0.0011,1.046
58021.17230,12.0883,0.0012,1.047
58021.17281,12.0847,0.0012,1.047
58021.17332,12.0839,0.0013,1.048
58021.17383,12.0836,0.0014,1.049
58021.17434,12.0847,0.0014,1.049
58021.17485,12.0916,0.0015,1.050
58021.17535,12.0815,0.0015,1.050
58021.17584,12.0897,0.0015,1.051
58021.17635,12.0902,0.0015,1.051
58021.17685,12.0901,0.0014,1.052
58021.17736,12.0866,0.0014,1.053
58021.17786,12.0913,0.0013,1.053
58021.17837,12.0907,0.0013,1.054
58021.17887,12.0906,0.0012,1.054
58021.17937,12.0917,0.0012,1.055
58021.17987,12.0874,0.0012,1.056
58021.18038,12.0874,0.0011,1.056
58021.18086,12.0838,0.0011,1.057
58021.18135,12.0889,0.0011,1.058
58021.18186,12.0909,0.0011,1.058
58021.18237,12.0866,0.0011,1.059
58021.18288,12.0811,0.0011,1.060
58021.18338,12.0918,0.0011,1.060
58021.18389,12.0915,0.0011,1.061
58021.18440,12.0850,0.0011,1.062
58021.18491,12.0859,0.0011,1.062
58021.18541,12.0873,0.0012,1.063
58021.18591,12.0868,0.0012,1.064
58021.18639,12.0872,0.0012,1.064
58021.18690,12.0962,0.0012,1.065
58021.18741,12.0869,0.0012,1.066
58021.18792,12.0923,0.0012,1.067
58021.18843,12.0923,0.0012,1.067
58021.18892,12.0868,0.0011,1.068
58021.18940,12.0905,0.0011,1.069
58021.18991,12.0877,0.0010,1.070
58021.19042,12.0832,0.0010,1.071
58021.19093,12.0852,0.0009,1.071
58021.19142,12.0921,0.0009,1.072
58021.19194,12.0884,0.0009,1.073
58021.19245,12.0910,0.0010,1.074
58021.19296,12.0925,0.0010,1.075
58021.19347,12.0846,0.0010,1.075
58021.19397,12.0873,0.0011,1.076
58021.19447,12.0880,0.0011,1.077
58021.19498,12.0854,0.0012,1.078
58021.19549,12.0892,0.0012,1.079
58021.19598,12.0919,0.0012,1.080
58021.19649,12.0885,0.0012,1.081
58021.19701,12.0885,0.0012,1.082
58021.19748,12.0963,0.0012,1.082
58021.19797,12.0836,0.0011,1.083
58021.19848,12.0920,0.0011,1.084
58021.19898,12.0926,0.0011,1.085
58021.19949,12.0841,0.0011,1.086
58021.20000,12.0881,0.0010,1.087
58021.20051,12.0847,0.0010,1.088
58021.20102,12.0890,0.0010,1.089
58021.20153,12.0832,0.0010,1.090
58021.20199,12.0855,0.0010,1.091
58021.20251,12.0810,0.0010,1.092
58021.20299,12.0876,0.0010,1.093
58021.20348,12.0950,0.0010,1.094
58021.20399,12.0849,0.0011,1.095
58021.20450,12.0949,0.0011,1.096
58021.20501,12.0858,0.0011,1.097
58021.20552,12.0917,0.0011,1.098
58021.20603,12.0886,0.0011,1.099
58021.20654,12.0913,0.0011,1.100
58021.20704,12.0836,0.0011,1.101
58021.20755,12.0880,0.0011,1.102
58021.20804,12.0892,0.0011,1.103
58021.20855,12.0911,0.0011,1.104
58021.20906,12.0827,0.0011,1.105
58021.20957,12.0767,0.0011,1.106
58021.21008,12.0868,0.0011,1.108
58021.21059,12.0831,0.0012,1.109
58021.21110,12.0898,0.0012,1.110
58021.21162,12.0884,0.0012,1.111
58021.21212,12.0939,0.0012,1.112
58021.21262,12.0946,0.0012,1.113
58021.21312,12.0894,0.0012,1.114
58021.21362,12.0870,0.0012,1.116
58021.21410,12.0902,0.0013,1.117
58021.21461,12.0883,0.0014,1.118
58021.21510,12.0903,0.0015,1.119
58021.21561,12.0890,0.0016,1.120
58021.21611,12.0869,0.0017,1.122
58021.21662,12.0884,0.0018,1.123
58021.21714,12.0862,0.0019,1.124
58021.21765,12.0910,0.0019,1.125
58021.21815,12.0903,0.0019,1.127
58021.21866,12.0893,0.0020,1.128
58021.21917,12.0825,0.0020,1.129
58021.21963,12.0825,0.0020,1.130
58021.22014,12.0887,0.0020,1.132
58021.22065,12.0879,0.0019,1.133
58021.22115,12.0827,0.0019,1.134
58021.22166,12.0854,0.0019,1.136
58021.22216,12.0869,0.0018,1.137
58021.22267,12.0873,0.0018,1.138
58021.22318,12.1004,0.0017,1.140
58021.22369,12.0861,0.0016,1.141
58021.22421,12.0886,0.0015,1.142
58021.22472,12.0889,0.0014,1.144
58021.22523,12.0905,0.0013,1.145
58021.22574,12.0872,0.0012,1.147
58021.22625,12.0812,0.0011,1.148
58021.22676,12.0888,0.0010,1.150
58021.22727,12.0873,0.0010,1.151
58021.22777,12.0847,0.0010,1.152
58021.22829,12.0885,0.0010,1.154
58021.22878,12.0939,0.0010,1.155
58021.22929,12.0817,0.0010,1.157
58021.22976,12.0885,0.0010,1.158
58021.23028,12.0918,0.0010,1.160
58021.23079,12.0822,0.0010,1.161
58021.23130,12.0904,0.0010,1.163
58021.23181,12.0810,0.0010,1.164
58021.23230,12.0869,0.0010,1.166
58021.23282,12.0843,0.0010,1.168
58021.23332,12.0884,0.0011,1.169
58021.23383,12.0891,0.0011,1.171
58021.23433,12.0884,0.0012,1.172
58021.23484,12.0910,0.0012,1.174
58021.23535,12.0857,0.0012,1.175
58021.23586,12.0871,0.0012,1.177
58021.23633,12.0863,0.0012,1.179
58021.23684,12.0891,0.0013,1.180
58021.23734,12.0825,0.0013,1.182
58021.23785,12.0811,0.0014,1.184
58021.23834,12.0893,0.0014,1.185
58021.23885,12.0865,0.0015,1.187
58021.23935,12.0895,0.0016,1.189
58021.23986,12.0860,0.0017,1.190
58021.24037,12.0889,0.0017,1.192
58021.24088,12.0864,0.0018,1.194
58021.24138,12.0977,0.0018,1.196
58021.24189,12.0904,0.0017,1.197
58021.24238,12.0787,0.0017,1.199
58021.24286,12.0860,0.0016,1.201
58021.24333,12.0877,0.0016,1.203
58021.24384,12.0860,0.0015,1.204
58021.24435,12.0838,0.0014,1.206
58021.24486,12.0926,0.0013,1.208
58021.24537,12.0801,0.0012,1.210
58021.24588,12.1013,0.0011,1.212
58021.24639,12.0913,0.0011,1.214
58021.24686,12.0866,0.0010,1.215
58021.24736,12.0839,0.0010,1.217
58021.24787,12.0814,0.0010,1.219
58021.24834,12.0845,0.0010,1.221
58021.24885,12.0933,0.0010,1.223
58021.24935,12.0791,0.0011,1.225
58021.24986,12.0874,0.0011,1.227
58021.25037,12.0881,0.0011,1.229
58021.25088,12.0867,0.0011,1.231
58021.25138,12.0822,0.0012,1.233
58021.25190,12.0990,0.0012,1.235
58021.25241,12.0880,0.0012,1.237
58021.25288,12.0926,0.0012,1.239
58021.25339,12.0866,0.0012,1.241
58021.25390,12.0774,0.0012,1.243
58021.25440,12.0905,0.0013,1.245
58021.25491,12.0852,0.0013,1.247
58021.25542,12.0879,0.0014,1.249
58021.25593,12.0949,0.0015,1.251
58021.25642,12.0823,0.0016,1.254
58021.25693,12.0908,0.0017,1.256
58021.25744,12.0833,0.0017,1.258
58021.25795,12.0817,0.0017,1.260
58021.25845,12.0838,0.0017,1.262
58021.25896,12.0963,0.0017,1.264
58021.25946,12.0915,0.0016,1.267
58021.25995,12.0980,0.0015,1.269
58021.26046,12.0906,0.0014,1.271
58021.26097,12.0862,0.0013,1.273
58021.26148,12.1040,0.0013,1.276
58021.26200,12.0786,0.0012,1.278
58021.26250,12.0850,0.0013,1.280
58021.26301,12.0862,0.0013,1.283
58021.26352,12.0940,0.0014,1.285
58021.26404,12.0881,0.0014,1.288
58021.26455,12.0911,0.0014,1.290
58021.26505,12.0806,0.0014,1.292
58021.26554,12.0946,0.0013,1.295
58021.26605,12.0844,0.0023,1.297
58022.09045,12.0863,0.0010,1.046
58022.09095,12.0889,0.0010,1.046
58022.09146,12.0881,0.0010,1.045
58022.09197,12.0933,0.0008,1.045
58022.09247,12.0871,0.0009,1.044
58022.09297,12.0875,0.0010,1.044
58022.09348,12.0834,0.0010,1.043
58022.09399,12.0835,0.0010,1.043
58022.09449,12.0892,0.0011,1.042
58022.09500,12.0894,0.0010,1.042
58022.09550,12.0865,0.0010,1.041
58022.09600,12.0895,0.0010,1.041
58022.09650,12.0864,0.0009,1.040
58022.09701,12.0883,0.0009,1.040
58022.09752,12.0873,0.0008,1.040
58022.09803,12.0926,0.0008,1.039
58022.09853,12.0882,0.0008,1.039
58022.09904,12.0882,0.0008,1.038
58022.09955,12.0863,0.0008,1.038
58022.10005,12.0947,0.0008,1.038
58022.10054,12.0873,0.0009,1.037
58022.10105,12.0895,0.0009,1.037
58022.10155,12.0829,0.0009,1.036
58022.10205,12.0873,0.0009,1.036
58022.10256,12.0921,0.0009,1.036
58022.10308,12.0913,0.0009,1.035
58022.10358,12.0924,0.0009,1.035
58022.10409,12.0870,0.0009,1.035
58022.10458,12.0863,0.0009,1.034
58022.10509,12.0795,0.0010,1.034
58022.10559,12.0849,0.0010,1.034
58022.10610,12.0817,0.0010,1.033
58022.10661,12.0846,0.0011,1.033
58022.10711,12.0895,0.0011,1.033
58022.10760,12.0923,0.0012,1.033
58022.10811,12.0897,0.0012,1.032
58022.10862,12.0842,0.0012,1.032
58022.10913,12.0883,0.0013,1.032
58022.10964,12.0861,0.0013,1.031
58022.11014,12.0890,0.0013,1.031
58022.11064,12.0843,0.0013,1.031
58022.11115,12.0885,0.0014,1.031
58022.11167,12.0875,0.0014,1.030
58022.11218,12.0830,0.0014,1.030
58022.11267,12.0915,0.0014,1.030
58022.11318,12.0887,0.0014,1.030
58022.11369,12.0918,0.0014,1.030
58022.11420,12.0879,0.0014,1.029
58022.11471,12.0911,0.0014,1.029
58022.11522,12.0863,0.0014,1.029
58022.11573,12.0828,0.0014,1.029
58022.11623,12.0873,0.0014,1.029
58022.11674,12.0858,0.0014,1.028
58022.11725,12.0863,0.0014,1.028
58022.11774,12.0934,0.0014,1.028
58022.11825,12.0901,0.0014,1.028
58022.11876,12.0888,0.0014,1.028
58022.11927,12.0890,0.0014,1.028
58022.11978,12.0880,0.0013,1.028
58022.12024,12.0907,0.0013,1.027
58022.12075,12.0895,0.0013,1.027
58022.12125,12.0886,0.0014,1.027
58022.12176,12.0902,0.0014,1.027
58022.12227,12.0850,0.0014,1.027
58022.12277,12.0811,0.0014,1.027
58022.12329,12.0891,0.0014,1.027
58022.12378,12.0911,0.0014,1.027
58022.12429,12.0933,0.0014,1.027
58022.12479,12.0854,0.0014,1.027
58022.12530,12.0860,0.0014,1.027
58022.12580,12.0891,0.0014,1.027
58022.12631,12.0890,0.0014,1.026
58022.12681,12.0878,0.0013,1.026
58022.12731,12.0816,0.0013,1.026
58022.12782,12.0891,0.0012,1.026
58022.12834,12.0899,0.0012,1.026
58022.12884,12.0833,0.0011,1.026
58022.12935,12.0894,0.0011,1.026
58022.12985,12.0821,0.0011,1.026
58022.13036,12.0921,0.0010,1.026
58022.13087,12.0912,0.0010,1.026
58022.13138,12.0870,0.0010,1.026
58022.13187,12.0842,0.0009,1.026
58022.13240,12.0885,0.0009,1.026
58022.13289,12.0862,0.0009,1.026
58022.13340,12.0882,0.0009,1.027
58022.13387,12.0905,0.0009,1.027
58022.13437,12.0932,0.0009,1.027
58022.13488,12.0913,0.0009,1.027
58022.13538,12.0910,0.0010,1.027
58022.13589,12.0905,0.0010,1.027
58022.13640,12.0867,0.0011,1.027
58022.13691,12.0871,0.0012,1.027
58022.13742,12.0953,0.0013,1.027
58022.13792,12.0849,0.0014,1.027
58022.13841,12.0925,0.0014,1.027
58022.13892,12.0862,0.0015,1.027
58022.13943,12.0796,0.0015,1.028
58022.13994,12.0803,0.0016,1.028
58022.14044,12.0848,0.0016,1.028
58022.14095,12.0884,0.0016,1.028
58022.14146,12.0892,0.0015,1.028
58022.14197,12.0871,0.0015,1.028
58022.14248,12.0816,0.0014,1.028
58022.14297,12.0939,0.0014,1.029
58022.14351,12.0874,0.0013,1.029
58022.14400,12.0867,0.0013,1.029
58022.14451,12.0907,0.0013,1.029
58022.14502,12.0946,0.0013,1.029
58022.14551,12.0856,0.0013,1.030
58022.14600,12.0903,0.0013,1.030
58022.14649,12.0822,0.0013,1.030
58022.14700,12.0838,0.0014,1.030
58022.14750,12.0898,0.0014,1.030
58022.14802,12.0917,0.0014,1.031
58022.14852,12.0943,0.0015,1.031
58022.14902,12.0889,0.0015,1.031
58022.14953,12.0886,0.0015,1.031
58022.15002,12.0873,0.0015,1.032
58022.15053,12.0867,0.0015,1.032
58022.15104,12.0843,0.0014,1.032
58022.15154,12.0823,0.0014,1.032
58022.15206,12.0828,0.0014,1.033
58022.15256,12.0856,0.0013,1.033
58022.15307,12.0924,0.0012,1.033
58022.15354,12.0969,0.0012,1.034
58022.15404,12.0822,0.0011,1.034
58022.15455,12.0870,0.0010,1.034
58022.15506,12.0901,0.0009,1.035
58022.15557,12.0876,0.0009,1.035
58022.15608,12.0845,0.0009,1.035
58022.15659,12.0855,0.0009,1.036
58022.15709,12.0893,0.0009,1.036
58022.15760,12.0896,0.0010,1.036
58022.15811,12.0858,0.0010,1.037
58022.15863,12.0859,0.0011,1.037
58022.15914,12.0918,0.0011,1.037
58022.15964,12.0896,0.0012,1.038
58022.16015,12.0868,0.0012,1.038
58022.16066,12.0846,0.0012,1.039
58022.16116,12.0867,0.0012,1.039
58022.16168,12.0914,0.0012,1.039
58022.16218,12.0838,0.0012,1.040
58022.16269,12.0873,0.0012,1.040
58022.16319,12.0861,0.0012,1.041
58022.16370,12.0955,0.0013,1.041
58022.16421,12.0854,0.0013,1.042
58022.16473,12.0859,0.0013,1.042
58022.16524,12.0845,0.0012,1.043
58022.16575,12.0890,0.0012,1.043
58022.16626,12.0862,0.0012,1.044
58022.16677,12.0925,0.0012,1.044
58022.16728,12.0855,0.0011,1.045
58022.16779,12.0901,0.0010,1.045
58022.16830,12.0921,0.0010,1.046
58022.16880,12.0867,0.0009,1.046
58022.16931,12.0879,0.0009,1.047
58022.16983,12.0866,0.0009,1.047
58022.17034,12.0884,0.0009,1.048
58022.17084,12.0857,0.0009,1.048
58022.17135,12.0875,0.0009,1.049
58022.17186,12.0806,0.0010,1.049
58022.17237,12.0900,0.0010,1.050
58022.17288,12.0882,0.0011,1.050
58022.17339,12.0880,0.0012,1.051
58022.17390,12.0876,0.0013,1.052
58022.17441,12.0899,0.0013,1.052
58022.17492,12.0865,0.0014,1.053
58022.17543,12.0869,0.0014,1.053
58022.17594,12.0846,0.0014,1.054
58022.17645,12.0911,0.0014,1.055
58022.17696,12.0917,0.0015,1.055
58022.17747,12.0851,0.0015,1.056
58022.17797,12.0845,0.0014,1.057
58022.17850,12.0834,0.0014,1.057
58022.17900,12.0818,0.0015,1.058
58022.17950,12.0908,0.0014,1.059
58022.18001,12.0887,0.0014,1.059
58022.18052,12.0842,0.0014,1.060
58022.18104,12.0825,0.0014,1.061
58022.18155,12.0904,0.0014,1.061
58022.18206,12.0878,0.0014,1.062
58022.18256,12.0853,0.0013,1.063
58022.18306,12.0830,0.0013,1.064
58022.18356,12.0877,0.0012,1.064
58022.18406,12.0860,0.0011,1.065
58022.18458,12.0819,0.0011,1.066
58022.18509,12.0890,0.0010,1.067
58022.18559,12.0901,0.0009,1.067
58022.18610,12.0869,0.0009,1.068
58022.18661,12.0856,0.0008,1.069
58022.18712,12.0864,0.0008,1.070
58022.18762,12.0842,0.0009,1.070
58022.18812,12.0828,0.0009,1.071
58022.18863,12.0861,0.0009,1.072
58022.18914,12.0869,0.0010,1.073
58022.18965,12.0885,0.0010,1.074
58022.19016,12.0871,0.0010,1.074
58022.19066,12.0836,0.0010,1.075
58022.19116,12.0827,0.0010,1.076
58022.19167,12.0848,0.0010,1.077
58022.19216,12.0892,0.0010,1.078
58022.19267,12.0840,0.0009,1.079
58022.19318,12.0826,0.0009,1.080
58022.19369,12.0878,0.0009,1.081
58022.19421,12.0807,0.0010,1.081
58022.19471,12.0885,0.0010,1.082
58022.19522,12.0875,0.0010,1.083
58022.19573,12.0897,0.0011,1.084
58022.19623,12.0863,0.0012,1.085
58022.19674,12.0833,0.0012,1.086
58022.19723,12.0832,0.0013,1.087
58022.19774,12.0868,0.0013,1.088
58022.19825,12.0844,0.0013,1.089
58022.19876,12.0937,0.0013,1.090
58022.19926,12.0868,0.0013,1.091
58022.19972,12.0878,0.0013,1.092
58022.20023,12.0911,0.0012,1.093
58022.20074,12.0901,0.0011,1.094
58022.20125,12.0847,0.0011,1.095
58022.20176,12.0839,0.0010,1.096
58022.20226,12.0877,0.0010,1.097
58022.20277,12.0867,0.0010,1.098
58022.20328,12.0822,0.0010,1.099
58022.20378,12.0905,0.0010,1.100
58022.20429,12.0866,0.0010,1.101
58022.20480,12.0828,0.0011,1.102
58022.20531,12.0835,0.0011,1.103
58022.20582,12.0858,0.0011,1.104
58022.20633,12.0949,0.0012,1.105
58022.20684,12.0857,0.0012,1.106
58022.20735,12.0874,0.0012,1.108
58022.20786,12.0887,0.0012,1.109
58022.20837,12.0886,0.0012,1.110
58022.20887,12.0930,0.0012,1.111
58022.20939,12.0904,0.0012,1.112
58022.20988,12.0872,0.0012,1.113
58022.21039,12.0839,0.0012,1.114
58022.21090,12.0850,0.0012,1.116
58022.21138,12.0840,0.0012,1.117
58022.21189,12.0865,0.0012,1.118
58022.21238,12.0847,0.0013,1.119
58022.24273,12.0945,0.0013,1.210
58022.24323,12.0933,0.0013,1.212
58022.24374,12.0965,0.0014,1.214
58022.24421,12.0919,0.0014,1.216
58022.24472,12.0937,0.0015,1.218
58022.24523,12.0923,0.0016,1.220
58022.24574,12.0921,0.0017,1.221
58022.24624,12.0911,0.0017,1.223
58022.24674,12.0913,0.0018,1.225
58022.24725,12.0905,0.0018,1.227
58022.24775,12.0849,0.0019,1.229
58022.24825,12.0924,0.0019,1.231
58022.24876,12.0895,0.0019,1.233
58022.24927,12.0864,0.0018,1.235
58022.24977,12.0933,0.0018,1.237
58022.25028,12.0851,0.0018,1.239
58022.25079,12.0933,0.0017,1.241
58022.25128,12.0916,0.0016,1.243
58022.25178,12.0930,0.0016,1.246
58022.25229,12.0965,0.0015,1.248
58022.25280,12.0902,0.0015,1.250
58022.25331,12.0960,0.0015,1.252
58022.25382,12.0916,0.0014,1.254
58022.25433,12.0899,0.0014,1.256
58022.25483,12.0844,0.0014,1.258
58022.25534,12.0910,0.0014,1.261
58022.25584,12.0899,0.0014,1.263
58022.25634,12.0943,0.0014,1.265
58022.25684,12.0900,0.0014,1.267
58022.25735,12.0948,0.0014,1.269
58022.25785,12.0881,0.0013,1.272
58022.25836,12.0908,0.0013,1.274
58022.25887,12.0941,0.0013,1.276
58022.25937,12.0937,0.0013,1.279
58022.25987,12.0967,0.0012,1.281
58022.26037,12.0865,0.0011,1.283
58022.26084,12.0912,0.0011,1.285
58022.26135,12.0937,0.0011,1.288
58022.26186,12.0879,0.0011,1.290
58022.26236,12.0924,0.0012,1.293
58022.26286,12.0910,0.0012,1.295
58022.26337,12.0899,0.0013,1.297
58022.26387,12.0885,0.0013,1.300
58022.26439,12.0941,0.0014,1.302
58022.26488,12.0887,0.0014,1.305
58022.26538,12.0986,0.0014,1.307
58022.26588,12.0956,0.0014,1.310
58022.26638,12.0968,0.0014,1.312
